age;job;marital;education;balance;housing;loan;month;duration;campaign;pdays
49;housemaid;married;primary;249;yes;no;nov;450;1;-1
43;unemployed;single;unknown;3274;yes;no;may;680;1;95
39;services;married;secondary;5731;yes;no;may;175;2;-1
66;retired;married;primary;206;no;no;feb;479;1;-1
30;technician;single;tertiary;2325;no;no;apr;270;3;241
38;management;single;tertiary;0;no;no;jul;164;1;-1
31;blue-collar;married;secondary;1664;yes;no;apr;158;1;182
32;technician;married;secondary;3333;no;no;aug;50;4;-1
48;technician;married;secondary;7020;no;no;aug;80;2;-1
34;admin.;married;tertiary;37;no;no;feb;45;1;-1
28;student;single;secondary;28;no;no;jan;220;2;-1
40;admin.;single;secondary;1670;yes;no;jun;161;2;-1
36;entrepreneur;married;secondary;134;no;no;may;98;1;-1
52;retired;married;secondary;603;no;yes;jun;79;1;-1
46;admin.;married;primary;276;yes;yes;may;157;2;-1
25;technician;single;secondary;2157;yes;no;jul;339;1;-1
52;blue-collar;married;secondary;161;yes;no;may;274;2;-1
40;blue-collar;married;primary;3658;yes;no;may;977;1;-1
26;management;divorced;tertiary;-402;no;yes;may;127;2;-1
26;blue-collar;single;primary;3342;yes;no;jun;329;4;-1
35;self-employed;single;secondary;1732;no;no;nov;1441;3;-1
40;admin.;single;secondary;263;yes;no;may;231;1;-1
31;management;married;tertiary;623;yes;no;may;96;2;349
32;admin.;married;secondary;3540;yes;no;may;213;1;178
33;admin.;married;secondary;95;yes;no;apr;335;1;-1
53;services;divorced;secondary;765;yes;no;may;959;3;174
46;technician;divorced;secondary;-824;yes;no;aug;429;3;-1
28;management;single;tertiary;5549;no;no;jul;383;6;-1
31;blue-collar;married;secondary;191;yes;no;jun;40;1;-1
44;blue-collar;married;primary;420;yes;no;may;110;2;-1
35;admin.;married;secondary;0;no;no;may;326;1;-1
50;technician;divorced;unknown;2706;yes;no;may;179;3;-1
32;technician;married;secondary;4;yes;yes;aug;132;8;-1
51;admin.;married;secondary;423;yes;yes;oct;95;1;-1
51;management;married;tertiary;-892;yes;yes;aug;248;2;-1
31;blue-collar;married;unknown;-120;yes;no;feb;100;3;201
41;admin.;divorced;secondary;-365;yes;no;may;226;10;-1
57;technician;married;tertiary;27069;no;yes;jun;174;3;-1
34;management;single;tertiary;8038;yes;no;apr;29;3;152
47;technician;married;secondary;-938;yes;no;may;176;2;-1
47;admin.;divorced;secondary;1139;yes;no;jul;106;2;-1
36;self-employed;married;secondary;189;yes;no;nov;136;1;120
29;housemaid;single;tertiary;19;no;no;feb;110;2;64
39;technician;married;secondary;3663;no;no;aug;230;3;-1
53;blue-collar;single;unknown;0;no;no;may;140;7;-1
47;blue-collar;married;secondary;-614;yes;no;may;118;2;-1
51;technician;divorced;secondary;2323;yes;yes;aug;151;10;-1
48;blue-collar;married;secondary;425;yes;no;jul;693;2;-1
32;technician;married;secondary;5122;no;no;aug;31;1;-1
36;management;divorced;tertiary;608;no;no;aug;125;2;-1
50;unknown;married;primary;341;yes;yes;apr;670;4;340
39;admin.;married;secondary;607;yes;no;may;454;2;364
31;blue-collar;married;secondary;1495;yes;yes;may;159;3;-1
49;admin.;married;secondary;381;no;no;aug;504;2;-1
33;unemployed;divorced;secondary;385;no;no;aug;29;28;-1
26;management;single;tertiary;1274;yes;no;jun;190;1;84
27;blue-collar;married;secondary;362;yes;no;may;332;2;-1
51;blue-collar;married;primary;377;yes;no;feb;143;4;272
26;admin.;single;secondary;802;no;no;jan;77;1;2
45;admin.;married;secondary;194;no;no;jul;517;4;-1
54;technician;married;secondary;-315;no;yes;jul;2029;1;-1
49;technician;married;tertiary;1843;yes;no;may;269;1;-1
47;technician;married;secondary;-9;no;no;aug;457;2;-1
42;housemaid;married;primary;83;no;yes;aug;184;1;-1
50;entrepreneur;married;tertiary;433;yes;no;may;47;4;-1
37;admin.;married;secondary;-107;yes;no;may;158;2;-1
54;blue-collar;married;primary;4503;no;no;nov;168;3;-1
40;services;married;secondary;51;yes;no;may;50;1;-1
50;services;married;secondary;961;no;yes;aug;757;4;-1
57;retired;married;secondary;49;yes;yes;aug;93;4;-1
33;technician;married;secondary;3470;no;no;aug;285;2;-1
49;technician;married;secondary;-147;yes;no;apr;390;1;-1
35;services;married;secondary;0;yes;no;may;146;2;-1
28;blue-collar;single;secondary;0;yes;no;may;386;1;-1
58;management;married;tertiary;172;no;no;aug;145;7;-1
31;admin.;single;secondary;-407;no;yes;jul;230;1;-1
36;management;divorced;tertiary;649;no;no;jul;237;2;91
49;blue-collar;single;primary;1040;no;no;jul;474;2;-1
30;unemployed;married;secondary;142;yes;no;may;350;4;-1
29;services;single;secondary;209;yes;no;jul;487;7;-1
50;management;married;unknown;3304;no;no;jun;1009;2;-1
26;student;single;tertiary;294;no;no;mar;87;1;91
27;housemaid;married;secondary;4848;yes;yes;jul;82;3;-1
32;blue-collar;single;secondary;1670;yes;no;may;183;1;-1
62;unknown;married;secondary;367;no;no;mar;139;5;-1
34;blue-collar;single;secondary;13683;yes;no;jun;115;3;-1
25;admin.;single;tertiary;1420;no;no;apr;124;2;-1
34;management;single;tertiary;340;yes;no;jun;633;28;-1
44;technician;single;secondary;1679;no;no;oct;718;1;-1
38;management;married;tertiary;1198;yes;no;feb;63;1;-1
57;admin.;married;secondary;169;no;no;aug;180;1;106
36;self-employed;married;tertiary;506;no;no;aug;47;1;120
41;entrepreneur;married;secondary;1249;yes;no;jul;391;1;-1
36;management;single;tertiary;678;no;yes;jul;85;3;-1
27;management;single;tertiary;212;yes;no;may;373;1;-1
37;technician;divorced;secondary;23;no;no;aug;289;2;-1
47;management;single;tertiary;4402;no;no;dec;805;1;190
31;services;divorced;primary;459;yes;no;may;623;1;293
39;self-employed;married;secondary;4722;yes;no;jun;483;1;-1
35;admin.;divorced;tertiary;1555;yes;no;may;26;2;-1
40;blue-collar;married;secondary;61;yes;no;may;112;3;-1
38;management;single;tertiary;0;yes;no;nov;213;2;-1
31;technician;married;secondary;3706;yes;no;nov;129;1;-1
36;blue-collar;married;primary;1177;no;no;apr;330;1;311
53;management;married;primary;2096;no;no;jun;104;1;-1
59;blue-collar;married;primary;748;no;no;may;184;1;-1
29;management;single;tertiary;3357;no;no;jul;120;3;-1
30;admin.;single;secondary;3809;yes;no;jun;159;4;-1
52;admin.;married;secondary;395;yes;no;may;391;3;-1
55;blue-collar;married;secondary;1011;yes;no;aug;112;2;-1
56;blue-collar;married;primary;420;yes;no;may;76;1;-1
32;admin.;married;secondary;76;yes;no;may;189;2;-1
24;blue-collar;married;secondary;0;no;no;may;94;1;-1
51;blue-collar;married;primary;844;yes;no;may;184;3;-1
36;management;married;tertiary;1318;yes;no;aug;100;2;-1
36;technician;married;tertiary;167;yes;no;jan;57;1;-1
42;management;married;tertiary;2187;yes;no;nov;525;3;-1
49;admin.;married;secondary;14440;yes;no;nov;60;1;-1
48;management;married;secondary;2294;yes;no;may;251;11;-1
36;management;married;secondary;80;yes;no;may;251;3;-1
48;management;married;primary;2537;no;no;aug;219;6;-1
30;technician;married;tertiary;569;no;no;aug;976;12;-1
27;management;single;tertiary;0;no;yes;jul;46;1;-1
38;entrepreneur;married;tertiary;0;yes;no;nov;185;3;-1
36;technician;single;secondary;12;no;no;aug;587;2;-1
45;technician;married;secondary;49;no;no;jul;65;2;-1
44;housemaid;married;tertiary;460;no;no;jun;491;1;-1
42;technician;married;secondary;613;yes;no;may;432;2;-1
37;entrepreneur;married;tertiary;7944;no;no;nov;102;1;-1
48;blue-collar;married;secondary;1143;yes;no;apr;264;1;317
57;retired;married;primary;-464;yes;no;feb;75;1;190
44;services;married;secondary;1989;yes;yes;apr;106;2;-1
48;technician;married;secondary;17;yes;yes;nov;81;1;-1
56;retired;married;primary;-1;no;no;aug;89;23;-1
37;management;married;tertiary;1698;yes;no;jun;95;2;-1
47;blue-collar;married;secondary;5306;yes;no;may;322;1;-1
54;housemaid;married;unknown;0;no;no;apr;94;5;145
51;retired;divorced;secondary;1679;no;no;aug;417;1;365
47;admin.;married;secondary;3676;no;no;oct;567;1;95
25;management;married;tertiary;-242;yes;yes;may;600;4;332
39;services;single;secondary;471;no;no;oct;5;1;-1
40;management;married;tertiary;8902;yes;no;aug;464;5;-1
38;management;single;tertiary;1704;no;no;sep;222;1;-1
34;management;married;tertiary;3050;yes;no;may;469;1;-1
53;housemaid;married;primary;2581;no;no;apr;99;1;-1
32;services;married;secondary;162;yes;no;may;297;2;-1
35;blue-collar;married;secondary;243;yes;no;apr;41;3;-1
24;student;single;secondary;1847;no;no;dec;390;1;-1
58;blue-collar;married;primary;0;yes;no;may;535;2;-1
49;management;married;primary;3371;no;no;nov;269;2;-1
45;services;single;secondary;1757;yes;no;apr;1010;3;326
55;management;married;tertiary;171;yes;no;aug;73;6;-1
42;entrepreneur;married;tertiary;157;yes;yes;may;650;1;-1
28;admin.;married;secondary;934;yes;no;jul;53;2;-1
48;blue-collar;married;secondary;-19;no;yes;jul;270;1;-1
51;management;single;tertiary;-55;yes;no;aug;119;6;-1
38;housemaid;married;primary;21;no;no;aug;634;2;-1
27;blue-collar;single;secondary;14;no;no;may;72;2;-1
50;technician;single;secondary;246;yes;no;nov;270;1;123
44;blue-collar;married;primary;887;yes;no;may;165;2;363
40;management;married;tertiary;51;no;no;aug;164;2;-1
29;services;single;secondary;-287;yes;no;may;196;1;-1
34;services;married;secondary;0;yes;no;jul;78;4;-1
44;self-employed;single;tertiary;2734;yes;no;may;897;4;-1
50;entrepreneur;married;tertiary;52;no;no;jul;22;8;-1
34;management;married;tertiary;2594;yes;no;nov;161;3;-1
54;retired;divorced;primary;22;no;no;jun;23;4;-1
34;technician;married;tertiary;1611;yes;no;may;490;2;-1
34;admin.;single;tertiary;18;yes;yes;apr;359;1;-1
52;blue-collar;married;primary;1331;yes;no;jul;213;2;-1
60;unknown;married;unknown;7337;no;no;aug;122;1;-1
39;management;single;secondary;835;yes;no;may;587;4;-1
58;retired;married;primary;5092;no;no;jun;199;6;-1
41;technician;divorced;secondary;52;no;no;aug;261;2;-1
48;technician;married;secondary;10655;no;no;jul;5;3;-1
58;management;married;tertiary;1831;no;no;nov;1531;1;-1
40;self-employed;married;primary;92;yes;no;may;92;1;-1
48;management;married;tertiary;586;yes;yes;may;179;2;-1
52;blue-collar;divorced;primary;1758;yes;no;may;41;1;-1
50;self-employed;married;secondary;2061;yes;yes;jan;197;2;244
25;technician;single;secondary;959;no;no;jul;144;5;-1
54;retired;married;primary;208;no;no;may;255;1;-1
34;services;married;secondary;-315;yes;no;may;56;2;-1
48;management;married;tertiary;-13;yes;no;may;20;6;291
37;admin.;married;tertiary;801;no;no;aug;331;7;-1
66;retired;married;tertiary;1948;no;no;jan;216;1;91
32;management;single;tertiary;751;yes;no;may;64;1;-1
45;blue-collar;married;secondary;784;yes;yes;jun;34;1;-1
43;blue-collar;single;secondary;24;no;no;may;68;1;363
41;management;married;tertiary;72;yes;no;may;764;3;-1
40;technician;divorced;tertiary;1871;yes;no;nov;64;1;-1
44;services;single;secondary;1378;yes;no;may;257;2;-1
43;blue-collar;married;primary;188;yes;no;may;58;3;347
30;unknown;single;tertiary;6836;no;no;feb;30;3;-1
32;services;married;secondary;61;yes;no;jul;529;5;-1
57;admin.;married;secondary;-967;yes;no;may;8;7;-1
31;blue-collar;single;tertiary;462;yes;yes;may;147;1;-1
49;unknown;married;secondary;0;no;no;aug;173;2;-1
31;admin.;single;secondary;5527;yes;no;may;132;1;-1
41;admin.;married;tertiary;1287;no;no;jun;286;1;-1
44;management;married;tertiary;17361;no;no;jun;476;1;-1
54;entrepreneur;married;unknown;1956;no;no;nov;221;5;-1
37;blue-collar;divorced;secondary;0;yes;no;apr;146;4;-1
34;management;married;secondary;-294;yes;no;may;532;2;-1
43;technician;married;secondary;275;no;no;aug;69;6;-1
44;management;married;tertiary;724;yes;no;nov;157;2;172
44;services;married;secondary;27;no;no;may;485;1;-1
53;admin.;divorced;secondary;26;yes;no;may;56;1;359
36;technician;married;secondary;191;no;no;aug;69;1;-1
58;technician;divorced;secondary;-123;no;no;aug;131;2;-1
26;student;single;secondary;-147;no;no;jun;95;2;-1
34;technician;single;secondary;179;no;no;aug;294;3;-1
55;blue-collar;married;primary;1086;yes;no;may;146;1;272
55;blue-collar;married;secondary;471;yes;no;may;58;2;-1
34;entrepreneur;married;tertiary;105;yes;no;may;249;2;-1
41;entrepreneur;divorced;secondary;1588;yes;yes;jun;10;8;-1
38;housemaid;divorced;secondary;70;no;no;oct;255;3;148
28;blue-collar;single;secondary;2700;no;no;feb;337;4;-1
41;technician;married;secondary;1602;yes;no;jun;142;1;-1
30;admin.;married;tertiary;0;yes;no;jul;209;2;-1
39;technician;married;unknown;839;no;no;may;825;2;-1
41;admin.;married;secondary;21515;yes;no;jun;87;1;-1
36;technician;married;secondary;5902;yes;no;may;219;4;-1
37;management;married;tertiary;547;yes;yes;may;143;1;-1
59;self-employed;married;tertiary;3800;no;yes;jul;70;1;-1
26;technician;single;secondary;261;yes;no;may;371;2;-1
43;technician;married;secondary;0;yes;yes;feb;539;8;204
42;management;married;secondary;-34;no;no;feb;176;1;-1
46;blue-collar;married;unknown;9328;yes;no;may;725;3;-1
31;admin.;married;secondary;5;yes;yes;jul;101;7;-1
43;unemployed;married;secondary;3529;no;no;feb;169;2;-1
48;blue-collar;single;tertiary;2330;yes;no;jun;15;1;-1
41;blue-collar;married;secondary;1334;yes;no;apr;234;5;-1
32;self-employed;married;tertiary;3601;no;no;aug;171;15;-1
45;technician;married;tertiary;265;no;no;aug;14;3;-1
52;admin.;single;unknown;2227;no;no;feb;242;2;-1
37;self-employed;married;secondary;487;no;yes;aug;155;15;-1
38;blue-collar;divorced;secondary;0;yes;no;may;580;1;173
36;services;single;secondary;174;yes;no;may;223;2;-1
58;retired;married;secondary;14412;no;no;nov;297;1;-1
37;management;married;tertiary;3288;no;no;aug;124;2;-1
30;technician;single;secondary;57;no;no;feb;465;2;-1
47;technician;married;secondary;2246;yes;no;jul;330;1;-1
40;technician;married;secondary;4441;yes;no;nov;153;2;183
42;management;divorced;tertiary;0;no;no;may;131;2;-1
71;unknown;married;tertiary;353;no;no;jan;208;1;93
54;blue-collar;married;secondary;448;yes;yes;aug;98;1;-1
53;entrepreneur;married;primary;27;yes;no;sep;230;3;-1
33;blue-collar;divorced;secondary;474;no;no;jul;400;2;-1
30;technician;single;tertiary;1185;yes;no;apr;284;1;339
39;services;divorced;secondary;282;yes;no;jul;243;1;-1
32;blue-collar;married;secondary;2;yes;no;may;16;9;309
34;technician;single;secondary;60;no;no;aug;274;2;-1
39;self-employed;single;tertiary;3972;no;no;jul;122;3;-1
75;retired;married;secondary;26452;no;no;jul;219;2;-1
33;admin.;divorced;secondary;818;yes;yes;apr;301;3;-1
40;services;married;secondary;9374;yes;no;nov;7;8;185
37;technician;married;unknown;47;no;no;jun;374;3;-1
69;retired;married;primary;279;no;no;aug;26;1;-1
52;unemployed;married;primary;20;yes;no;jan;172;1;-1
31;admin.;divorced;secondary;360;no;no;may;332;1;297
28;technician;single;secondary;1532;no;no;may;253;1;107
29;management;single;tertiary;1673;no;no;aug;200;2;159
46;services;married;secondary;2420;no;no;nov;405;2;-1
28;blue-collar;married;secondary;100;yes;yes;may;132;2;-1
41;admin.;married;secondary;0;no;no;jun;89;1;-1
42;technician;divorced;secondary;1533;no;yes;aug;86;1;-1
34;admin.;single;secondary;296;no;no;jul;147;4;-1
28;blue-collar;married;secondary;2788;yes;no;jun;369;2;-1
43;management;single;secondary;109;yes;no;may;64;3;-1
32;technician;married;secondary;485;no;no;aug;98;14;-1
33;technician;single;tertiary;125;no;no;aug;66;2;-1
70;retired;married;secondary;616;no;no;apr;149;2;182
36;services;married;secondary;3064;yes;no;aug;240;3;107
53;technician;married;secondary;206;no;no;aug;87;6;-1
30;blue-collar;single;secondary;6900;no;no;nov;816;1;-1
45;services;divorced;secondary;-179;no;no;jul;155;2;-1
31;services;single;secondary;481;yes;no;nov;106;2;183
28;admin.;married;secondary;12;yes;no;jan;73;3;256
45;blue-collar;married;primary;0;no;no;may;574;5;-1
51;management;married;tertiary;176;yes;yes;jun;8;1;687
53;management;married;primary;4086;no;no;jun;14;3;-1
40;technician;married;secondary;257;yes;no;may;731;4;-1
53;blue-collar;married;primary;53;yes;no;apr;208;1;140
31;blue-collar;divorced;secondary;6;yes;no;jan;821;1;-1
30;management;married;tertiary;562;no;no;aug;137;4;-1
53;entrepreneur;married;secondary;-118;yes;no;may;101;3;-1
40;blue-collar;married;primary;2805;yes;no;may;173;6;353
26;management;single;secondary;565;yes;no;jun;582;11;-1
47;blue-collar;married;secondary;0;yes;no;jul;676;1;-1
51;management;married;tertiary;1612;no;no;mar;384;1;182
45;unemployed;married;primary;180;yes;yes;may;62;2;-1
35;management;married;tertiary;0;yes;no;jul;295;3;-1
36;management;single;tertiary;876;yes;no;may;241;2;-1
57;admin.;married;secondary;2137;no;no;jul;132;7;-1
42;blue-collar;married;primary;260;yes;no;jul;175;2;-1
32;blue-collar;married;secondary;-53;yes;no;apr;648;1;272
30;management;married;tertiary;944;no;no;oct;251;2;-1
36;technician;married;secondary;2394;no;no;aug;184;2;-1
43;technician;married;secondary;297;yes;no;oct;119;3;-1
69;retired;single;tertiary;2144;no;no;jul;417;1;184
31;technician;single;tertiary;969;no;no;jun;95;1;-1
35;technician;married;secondary;0;no;no;jul;125;2;-1
26;entrepreneur;married;tertiary;37;yes;yes;may;207;1;363
46;technician;married;secondary;410;no;yes;nov;162;5;-1
30;technician;married;secondary;1211;yes;no;may;176;1;-1
33;management;single;tertiary;71;no;no;aug;107;6;-1
34;management;married;tertiary;436;yes;no;apr;28;1;345
48;blue-collar;married;primary;559;yes;no;may;1231;2;-1
31;management;married;tertiary;1170;no;no;aug;200;4;-1
46;management;divorced;tertiary;25;no;no;may;103;2;-1
40;services;married;secondary;1325;no;no;jun;150;2;-1
39;entrepreneur;married;secondary;0;no;no;nov;108;7;-1
33;technician;single;secondary;647;yes;yes;feb;124;1;273
50;blue-collar;married;primary;2142;yes;no;jan;309;2;224
84;retired;divorced;primary;639;no;no;may;353;3;-1
40;blue-collar;married;primary;177;yes;yes;jul;742;4;-1
55;management;married;tertiary;236;no;no;aug;200;1;-1
40;services;divorced;secondary;1959;yes;no;may;177;1;-1
46;admin.;married;primary;96;no;no;feb;151;2;-1
43;self-employed;single;tertiary;0;no;no;jun;147;1;-1
34;blue-collar;married;secondary;250;yes;no;may;193;6;-1
35;technician;single;secondary;126;no;no;aug;112;2;-1
57;retired;married;unknown;1621;yes;no;jun;108;1;-1
25;student;single;secondary;8;no;no;apr;107;2;-1
32;self-employed;married;tertiary;189;yes;no;jun;106;2;-1
